Student ID,Name,Gender,GPA,Height,Weight
202152338,Seulgi Ahn,Female,2.94,168.4,61.5
202598175,Amy Moore,Female,3.22,156.1,45.4
202404348,Victoria Perez,Female,3.64,163.7,49.5
202025417,Chaewon Seo,Female,3.65,160.6,49.1
202396984,Raymond Fang,Male,3.67,174.3,68.6
202610527,Sana Gonzalez,Female,2.46,162.7,63.6
202358329,Tyler Harris,Male,3.86,184.0,78.7
202224371,Jose Campbell,Male,3.69,178.2,79.9
202142774,Haerin Kang,Female,3.62,163.1,56.5
202522543,Carl Harris,Male,3.46,162.4,62.8
202216353,Dennis Adams,Male,3.18,182.7,69.9
202395954,Richard Mitchell,Male,2.89,174.1,70.5
202479559,Benjamin White,Male,4.18,178.6,60.7
202248597,Douglas Kwon,Male,3.41,176.0,72.1
202547248,Henry Choi,Male,3.38,175.5,68.2
202239319,Kazuha Johnson,Female,2.53,162.1,52.1
202679951,Jihoon Garcia,Male,2.66,172.0,55.1
202072114,Kimberly Oh,Female,3.78,164.1,48.4
202213202,Shuhua Jones,Female,2.22,158.5,46.0
202256016,Donald Thompson,Male,3.03,170.1,59.7
202007245,Dojun Baek,Male,2.46,172.7,62.2
202299059,Yixing Choi,Male,3.21,177.3,72.0
202469638,Patricia Woo,Female,3.18,154.2,54.2
202171782,Yujin Davis,Female,2.54,167.5,41.6
202348467,Anna Roberts,Female,3.52,160.5,51.7
202520752,Emily Oh,Female,3.92,152.9,51.6
202132940,Christina Nelson,Female,3.28,168.5,50.8
202287085,Kimberly Adams,Female,2.97,158.7,58.4
202473091,Yoongi Yoo,Male,2.71,178.1,70.7
202600557,William Huh,Male,3.7,167.6,67.8
202337458,Brenda Seong,Female,3.66,167.6,55.0
202374653,Patricia Ha,Female,3.85,158.6,54.0
202490716,Joy Park,Female,2.73,166.1,61.2
202550807,Seoyeon Cho,Female,3.81,154.6,61.1
202676541,Patrick Clark,Male,3.96,176.4,58.1
202649603,Minji Robinson,Female,2.78,165.7,67.9
202469694,Andrew Han,Male,3.16,178.6,71.3
202637629,Wonyoung Han,Female,3.54,160.6,44.1
202187380,Walter La,Male,3.1,173.7,65.0
202679379,Betty Seo,Female,2.91,165.7,64.8
202578638,Terry Huh,Male,3.54,179.8,82.3
202650789,Jinwoo Garcia,Male,3.15,169.3,61.6
202305322,Justin Min,Male,4.21,175.2,61.7
202442568,Jaemin Nam,Male,3.02,167.8,69.4
202642412,Mina Harris,Female,2.3,156.0,47.3
202151463,Kevin Harris,Male,3.08,177.0,66.4
202496202,Amanda Ku,Female,3.27,159.1,47.2
202382501,Soyeon Allen,Female,3.25,158.3,50.7
202656316,Jack Park,Male,3.2,169.6,57.4
202569504,Carol Johnson,Female,2.65,157.8,48.1
202309128,Minho Taylor,Male,3.39,186.4,76.4
202203307,Shuhua Cha,Female,3.77,153.9,49.8
202244685,Jiwoo Ryu,Female,3.14,159.3,55.3
202041868,Jose Eom,Male,3.64,173.1,78.2
202694716,Jisung Choi,Male,3.17,166.4,62.4
202148907,Joan Mitchell,Female,2.87,152.3,41.6
202588519,Winter Nguyen,Female,3.99,149.8,49.5
202149288,Christina Campbell,Female,2.94,161.2,47.3
202689752,Jeffrey Allen,Male,2.9,166.6,64.7
202095912,Sunny Yoon,Female,2.76,169.1,61.3
202351492,Steven Johnson,Male,4.22,167.5,53.5
202089282,Victoria Ramirez,Female,3.9,154.0,53.0
202245874,Kimberly Eom,Female,3.65,166.9,57.4
202366272,Austin White,Male,3.27,174.5,63.3
202308173,Nancy Moore,Female,2.84,157.8,55.4
202599396,Hanni Jeong,Female,3.11,159.7,57.2
202614469,Terry Ha,Male,3.46,174.8,56.1
202053814,Jiwoo Fang,Female,2.6,167.9,49.8
202568957,Chaewon Ha,Female,3.62,168.6,57.0
202264401,Margaret Seo,Female,3.58,168.0,61.8
202407879,Jack Seong,Male,3.76,185.1,98.0
202208064,Sana Cho,Female,2.66,158.4,54.4
202345437,Namjoon Ramirez,Male,3.05,179.2,66.8
202033528,Kazuha Moon,Female,2.25,162.7,66.8
202283929,Laura Kwak,Female,3.2,161.7,62.0
202609781,Jeongyeon Phillips,Female,2.79,166.7,64.2
202150403,Inseong Lopez,Male,2.81,169.7,58.2
202138069,Shirley Jones,Female,3.22,175.6,70.3
202427135,Sakura Lopez,Female,3.4,152.4,47.3
202339483,Karen Thompson,Female,3.1,167.2,56.4
202338561,Sungmin Phillips,Male,3.54,180.9,60.2
202613607,Pamela Kang,Female,3.1,161.0,59.8
202410119,Gregory Cho,Male,3.96,170.3,65.2
202553901,Chenle Smith,Male,4.3,175.4,57.5
202259529,Richard Kim,Male,3.51,168.3,54.1
202407873,Haun Moon,Female,3.64,166.7,59.0
202365794,Laura Woo,Female,3.21,162.6,51.8
202017931,Junmyeon Ku,Male,2.99,171.2,59.7
202568339,Eric Son,Male,3.56,165.8,58.2
202538804,Mina Garcia,Female,2.58,165.0,64.4
202648460,Haun Won,Female,2.45,161.0,58.7
202667462,Nicole Kim,Female,4.08,161.5,57.6
202046419,Rei Gomez,Female,3.55,163.9,51.5
202196883,Eric Lopez,Male,2.77,172.4,66.3
202545677,Elizabeth Ryu,Female,2.48,153.9,51.9
202539755,Dojun Yang,Male,2.65,175.0,83.5
202319941,Jessica Jang,Female,3.76,162.6,61.2
202518846,Barbara Moore,Female,2.62,168.2,62.3
202623580,Dennis Jeon,Male,4.3,167.4,57.3
202029418,Roger Thomas,Male,4.13,187.9,78.7
202221748,Haun Martinez,Female,4.3,164.4,60.2
202675328,Virginia Cha,Female,3.62,162.0,63.7
202178823,Emily Ryu,Female,3.81,166.1,61.4
202003149,Sieun Torres,Female,2.37,159.6,47.2
202535062,Joy Seo,Female,2.65,156.1,52.8
202373831,Daniel Green,Male,3.58,171.0,68.9
202666846,Junmyeon Seo,Male,2.94,171.3,71.5
202249063,Christine Yang,Female,3.14,156.1,48.1
202430569,Hanni Eom,Female,3.24,165.6,60.2
202696769,Joseph Bae,Male,2.52,168.8,52.6
202225331,Jisung Williams,Male,4.3,172.7,70.0
202594906,Christina Ha,Female,3.85,161.6,51.7
202236599,Renjun Perez,Male,3.74,162.7,61.0
202564199,Seulgi Campbell,Female,2.91,155.5,60.0
202378366,Rowoon Ko,Male,3.94,175.3,53.6
202225111,Keith Min,Male,3.48,170.2,80.9
202381001,Kazuha Lopez,Female,3.68,167.5,68.5
202280286,Edward Perez,Male,2.95,172.5,84.4
202290440,Sanha Walker,Male,3.99,168.9,70.7
202257574,Sungmin Bae,Male,3.51,176.6,80.3
202159065,Larry Garcia,Male,3.25,173.0,63.0
202088476,Minnie Harris,Female,3.26,162.8,50.6
202685514,Laura Shin,Female,3.48,161.4,56.2
202443151,Kenneth Lee,Male,3.71,166.5,71.4
202672069,Jack Phillips,Male,2.77,178.6,64.6
202298602,Jeongyeon Harris,Female,3.91,165.4,59.1
202464630,Dahyun Wilson,Female,3.39,170.6,66.3
202624871,Yujun Woo,Male,2.31,180.3,73.0
202358688,Jinwoo Joo,Male,2.95,169.0,63.9
202034466,Jinwoo Yang,Male,2.8,183.9,80.4
202276326,Kyungsoo Cheon,Male,2.55,168.5,52.3
202320369,Taejun Han,Male,3.95,186.3,73.5
202024328,Jihyo Clark,Female,3.33,161.7,67.2
202679858,Sana Cheon,Female,1.66,161.5,35.5
202471920,Sarah Lim,Female,3.23,160.8,47.0
202225537,Timothy Nam,Male,2.86,169.7,62.2
202386348,Debra Hwang,Female,2.93,169.3,67.1
202612045,Austin Harris,Male,2.94,179.7,76.3
202094627,Michael Carter,Male,2.89,162.8,69.5
202268526,Yoongi Kang,Male,2.62,164.5,64.1
202112657,Linda Min,Female,3.92,161.3,49.2
202354943,Wendy Jang,Female,4.3,166.6,65.4
202369319,Taeyeon Martinez,Female,3.33,161.2,59.9
202008041,Ningning Nam,Female,3.78,163.1,56.8
202000203,Yujin Ko,Female,3.46,167.1,65.0
202228995,Chanyeol Bae,Male,2.27,176.3,61.6
202519580,Karen Cheon,Female,3.53,165.0,52.8
202074214,Kelly Choi,Female,4.3,159.3,60.3
202691796,Tyler Gomez,Male,2.23,192.7,87.3
202658112,Jennifer Campbell,Female,3.02,160.9,55.1
202019725,Samuel Hwang,Male,2.85,179.6,60.9
202130095,Cynthia King,Female,3.06,164.4,62.9
202554604,Jennie Oh,Female,2.26,159.0,44.0
202494132,Hayoon Baek,Female,3.74,153.8,49.3
202122923,Steven Baek,Male,4.01,166.0,62.0
202594544,Ronald Scott,Male,3.36,171.2,73.7
202396017,Winter Won,Female,3.28,157.5,48.4
202579886,Leeseo Yoon,Female,3.11,156.6,45.1
202002995,Debra Kwon,Female,3.09,165.6,53.8
202071962,Harold Cheon,Male,2.97,168.9,66.2
202099873,Amy Williams,Female,2.45,158.0,49.9
202448007,Henry Martin,Male,4.3,176.8,71.7
202474975,Jimin Thomas,Male,3.57,183.6,81.7
202002769,Minji Fang,Female,3.31,158.7,45.2
202552720,Sharon Woo,Female,2.87,150.0,40.9
202559764,Jihoon Williams,Male,3.39,174.1,79.3
202402142,Yuna Martinez,Female,2.45,166.8,55.9
202388390,Betty Mitchell,Female,3.17,152.3,46.3
202191067,Samuel Cho,Male,2.54,177.1,73.1
202561323,Jennifer Lee,Female,4.3,160.0,52.1
202578309,Sean Hwang,Male,3.72,180.1,85.2
202412897,Michael Moon,Male,3.27,177.9,75.9
202075769,Moonbin Johnson,Male,1.42,162.9,62.2
202118786,Donald Hall,Male,2.46,167.8,63.5
202376225,Ronald Roberts,Male,3.57,183.2,88.2
202229943,Hyoyeon Ha,Female,3.56,166.0,55.5
202043859,Helen Moore,Female,3.18,159.1,56.0
202654525,Jerry Smith,Male,3.41,160.0,54.0
202492563,Emma Cho,Female,3.17,157.1,38.1
202232947,Evelyn Ko,Female,3.68,162.8,55.7
202697127,Yujun Davis,Male,4.25,178.2,65.1
202482674,Yoongi Scott,Male,2.66,171.3,72.8
202561915,Ryan Allen,Male,2.92,167.0,69.1
202187987,Joan Ko,Female,2.84,160.9,55.9
202547973,Renjun Anderson,Male,2.86,171.8,78.6
202552077,Ningning Rodriguez,Female,3.75,153.3,46.0
202631886,Aaron Smith,Male,3.28,158.8,56.0
202364270,Inseong Johnson,Male,3.57,172.1,54.3
202020477,Julie Jang,Female,3.75,159.8,48.7
202184944,James Kwon,Male,4.17,181.2,76.8
202442919,Diane Hall,Female,2.23,160.8,43.8
202257967,Yerim Anderson,Female,3.3,153.4,44.3
202669193,Jason Yoo,Male,4.3,186.7,67.4
202155726,Renjun Jin,Male,2.65,177.2,55.4
202057198,Irene Yang,Female,2.72,154.5,59.1
202134094,Stephanie Hill,Female,4.07,156.4,48.6
202455130,Kazuha Rodriguez,Female,2.81,165.6,47.0
202679101,Jeremy Moore,Male,3.75,174.0,68.9
202487114,Ryan Mitchell,Male,3.44,169.0,60.0
202626783,Haerin Son,Female,3.36,156.0,52.1
202448857,Sarah Min,Female,3.58,157.6,54.6
202540724,Joshua Baek,Male,4.11,168.2,65.6
202242080,Miyeon Green,Female,3.71,151.3,44.4
202271983,Jeremy Eom,Male,3.48,179.5,60.1
202421241,Linda Woo,Female,3.91,169.6,58.6
202527246,Jiho Kim,Male,2.37,171.8,71.6
202431561,Patrick Martinez,Male,2.97,183.1,81.6
202249706,Ronald Walker,Male,3.05,171.2,73.9
202168831,Frank Rodriguez,Male,3.47,172.6,74.1
202196204,Christopher Walker,Male,3.92,179.9,95.5
202046822,Joseph Baek,Male,3.46,170.3,73.0
202430628,Lisa Woo,Female,3.2,162.0,55.9
202226575,Eunchae Wilson,Female,3.32,165.7,49.9
202087586,Donald Green,Male,4.16,172.2,73.8
202171403,Lisa Lee,Female,3.94,160.2,49.7
202314846,Yeri Garcia,Female,3.2,157.6,48.9
202638364,Haechan Johnson,Male,4.3,176.8,60.9
202653121,Seulgi Hwang,Female,2.91,152.7,54.3
202400927,Kimberly Harris,Female,3.27,151.4,53.5
202376374,Taeil Robinson,Male,3.42,172.2,75.1
202496919,Chani Shin,Male,3.64,170.7,78.7
202191063,Virginia Jang,Female,3.42,158.8,48.2
202293095,Ethan Jones,Male,3.4,181.6,88.3
202566660,Sehun Nam,Male,3.12,174.4,75.7
202287811,Walter King,Male,2.72,169.8,63.1
202126142,Jiwoo Gomez,Female,3.62,161.5,48.9
202678768,Laura Woo,Female,3.41,158.3,55.1
202357223,Joonho Hong,Male,3.83,171.6,47.1
202404364,Hanni Woo,Female,3.86,158.5,57.6
202026372,Jimin Ahn,Male,2.73,166.4,75.5
202087452,Patrick Miller,Male,2.48,171.6,73.3
202253040,Nayeon Nelson,Female,3.92,159.9,51.9
202069055,Victoria Hernandez,Female,3.35,151.3,47.1
202137286,Jeongyeon La,Female,3.38,160.6,61.6
202422513,Jennifer Wright,Female,4.22,168.9,64.4
202146592,Seungyoon Yoo,Male,3.55,179.3,76.2
202589792,Yuna Seo,Female,3.78,165.1,60.9
202150413,Lisa Lee,Female,3.53,162.2,58.8
202378906,Hanni Hernandez,Female,4.3,166.4,57.2
202283022,Linda Fang,Female,3.41,162.0,53.5
202451717,Namjoon Green,Male,4.09,179.3,79.5
202261901,Jason Martin,Male,3.19,178.1,65.1
202113169,Aaron Kwon,Male,2.76,183.8,76.1
202551642,Jeno Cho,Male,2.49,170.0,63.6
202505498,Jose Taylor,Male,3.43,170.4,62.5
202097540,Kathleen Young,Female,3.56,152.7,51.6
202094745,Christina Jang,Female,4.3,154.3,60.6
202279639,Jeffrey Seo,Male,3.83,167.5,66.6
202083095,Giselle Gonzalez,Female,3.53,156.8,51.9
202124634,Heather Allen,Female,2.89,165.9,56.8
202092071,Gregory Taylor,Male,2.69,173.1,66.4
202176426,Jongin Yang,Male,3.1,182.2,70.1
202440693,Laura Kang,Female,3.83,162.3,68.8
202676403,Nicholas Anderson,Male,2.71,171.7,64.6
202605804,Harold Gomez,Male,2.83,169.6,68.1
202137964,Paul Moon,Male,3.29,169.3,77.5
202408765,Yerim Kwak,Female,3.17,165.6,49.7
202220607,Patrick Jones,Male,2.36,180.2,75.7
202279327,Alexander Yoon,Male,2.99,177.7,68.4
202197927,Ningning Wilson,Female,3.71,164.9,54.7
202450688,Deborah Phillips,Female,2.76,167.9,58.9
202352716,Jungwoo Harris,Male,3.53,174.3,66.7
202418474,Rebecca Nelson,Female,4.3,151.8,51.4
202625261,Peter Baker,Male,2.6,176.4,80.9
202001309,Jisung Joo,Male,2.89,164.3,50.5
202403070,Jonathan Hall,Male,4.3,180.0,58.9
202683154,Joan Campbell,Female,2.56,170.5,60.7
202684126,Eric Rodriguez,Male,3.39,181.4,82.4
202260596,Evelyn Ahn,Female,2.94,159.0,64.5
202402275,Shuhua Kim,Female,3.43,162.0,55.4
202677917,Inseong Johnson,Male,3.27,175.1,81.5
202366063,Ruth Jeong,Female,3.15,160.3,58.5
202348009,Taeil Jones,Male,4.02,176.0,71.8
202537525,Carolyn Cha,Female,3.38,157.8,43.7
202261152,Jeremy Cheon,Male,3.82,176.3,84.4
202116307,Christopher Williams,Male,2.91,178.9,64.9
202037754,James Jeon,Male,3.26,170.2,69.0
202222781,Yujun Ahn,Male,3.52,177.3,70.3
202418467,Hayoon Brown,Female,4.01,162.5,53.8
202253015,Seungyoon Eom,Male,2.8,169.4,57.5
202181725,Raymond Moore,Male,3.72,169.6,66.3
202641433,Michelle Baek,Female,3.14,162.4,52.1
202597957,Yerim Sanchez,Female,2.44,154.2,55.5
202389573,Michelle Smith,Female,3.23,153.5,61.1
202446046,Renjun Wilson,Male,2.68,176.8,78.8
202584351,Laura Ramirez,Female,2.9,161.7,49.9
202051012,Helen Cha,Female,2.42,156.9,44.6
202394497,Donna Son,Female,3.18,165.9,61.4
202110887,Chani Thompson,Male,2.56,164.4,68.7
202427345,Tyler Seo,Male,3.14,175.3,79.7
202214257,Chaeyoung Lee,Female,4.07,154.8,40.5
202157166,Jinyoung Chung,Male,2.57,183.1,70.2
202547718,Diane Ku,Female,4.13,156.4,47.9
202357657,Christina Ahn,Female,4.09,159.2,57.8
202186399,Jose Johnson,Male,2.84,173.9,47.3
202202410,Emily Lewis,Female,2.7,157.4,49.7
202542860,Minnie Thompson,Female,3.4,167.8,52.8
202361327,Emily Cha,Female,4.3,164.3,57.8
202574861,Yuqi Garcia,Female,3.26,163.7,50.8
202229863,Miyeon Chung,Female,3.36,164.1,58.9
202568210,Sandra Lee,Female,3.9,168.5,68.8
202457992,Angela Flores,Female,3.78,159.2,46.9
202569716,Peter Martin,Male,3.93,174.4,69.3
202421152,Jinwoo Campbell,Male,3.52,167.7,51.5
202207001,Jeffrey Jones,Male,2.73,172.9,70.8
202472829,Sana Lopez,Female,3.11,161.5,36.0
202403267,Benjamin Choi,Male,3.86,185.4,89.6
202683372,Laura Lee,Female,3.56,171.9,58.9
202614452,Jerry Green,Male,2.18,166.2,63.3
